THE_DATE;YEAR;QUARTER;PERIOD;DAY;DATE_DAYS;DATE_PATTERN
2005/06/20;2005;2;6;20;38490;CL
2005/06/21;2005;2;6;21;38491;CL
2005/06/22;2005;2;6;22;38492;CL
2005/06/23;2005;2;6;23;38493;CL
2005/06/24;2005;2;6;24;38494;CL
2005/06/25;2005;2;6;25;38495;CL
2005/06/26;2005;2;6;26;38496;CL
2005/06/27;2005;2;6;27;38497;CL
2005/06/28;2005;2;6;28;38498;CL
2005/06/29;2005;2;6;29;38499;CL
2005/06/30;2005;2;6;30;38500;CL
2005/07/01;2005;3;7;1;38501;CL
2005/07/02;2005;3;7;2;38502;CL
2005/07/03;2005;3;7;3;38503;CL
2005/07/04;2005;3;7;4;38504;CL
2005/07/05;2005;3;7;5;38505;CL
2005/07/06;2005;3;7;6;38506;CL
2005/07/07;2005;3;7;7;38507;CL
2005/07/08;2005;3;7;8;38508;CL
2005/07/09;2005;3;7;9;38509;CL
2005/07/10;2005;3;7;10;38510;CL
2005/07/11;2005;3;7;11;38511;CL
2005/07/12;2005;3;7;12;38512;CL
2005/07/13;2005;3;7;13;38513;CL
2005/07/14;2005;3;7;14;38514;CL
2005/07/15;2005;3;7;15;38515;CL
2005/07/16;2005;3;7;16;38516;CL
2005/07/17;2005;3;7;17;38517;CL
2005/07/18;2005;3;7;18;38518;CL
2005/07/19;2005;3;7;19;38519;CL
2005/07/20;2005;3;7;20;38520;CL
2005/07/21;2005;3;7;21;38521;CL
2005/07/22;2005;3;7;22;38522;CL
2005/07/23;2005;3;7;23;38523;CL
2005/07/24;2005;3;7;24;38524;CL
2005/07/25;2005;3;7;25;38525;CL
2005/07/26;2005;3;7;26;38526;CL
2005/07/27;2005;3;7;27;38527;CL
2005/07/28;2005;3;7;28;38528;CL
2005/07/29;2005;3;7;29;38529;CL
2005/07/30;2005;3;7;30;38530;CL
2005/07/31;2005;3;7;31;38531;CL
2005/08/01;2005;3;8;1;38532;CL
2005/08/02;2005;3;8;2;38533;CL
2005/08/03;2005;3;8;3;38534;CL
2005/08/04;2005;3;8;4;38535;CL
2005/08/05;2005;3;8;5;38536;CL
2005/08/06;2005;3;8;6;38537;CL
2005/08/07;2005;3;8;7;38538;CL
2005/08/08;2005;3;8;8;38539;CL
2005/08/09;2005;3;8;9;38540;CL
2005/08/10;2005;3;8;10;38541;CL
2005/08/11;2005;3;8;11;38542;CL
2005/08/12;2005;3;8;12;38543;CL
2005/08/13;2005;3;8;13;38544;CL
2005/08/14;2005;3;8;14;38545;CL
2005/08/15;2005;3;8;15;38546;CL
2005/08/16;2005;3;8;16;38547;CL
2005/08/17;2005;3;8;17;38548;CL
2005/08/18;2005;3;8;18;38549;CL
2005/08/19;2005;3;8;19;38550;CL
2005/08/20;2005;3;8;20;38551;CL
2005/08/21;2005;3;8;21;38552;CL
2005/08/22;2005;3;8;22;38553;CL
2005/08/23;2005;3;8;23;38554;CL
2005/08/24;2005;3;8;24;38555;CL
2005/08/25;2005;3;8;25;38556;CL
2005/08/26;2005;3;8;26;38557;CL
2005/08/27;2005;3;8;27;38558;CL
2005/08/28;2005;3;8;28;38559;CL
2005/08/29;2005;3;8;29;38560;CL
2005/08/30;2005;3;8;30;38561;CL
2005/08/31;2005;3;8;31;38562;CL
2005/09/01;2005;3;9;1;38563;CL
2005/09/02;2005;3;9;2;38564;CL
2005/09/03;2005;3;9;3;38565;CL
2005/09/04;2005;3;9;4;38566;CL
2005/09/05;2005;3;9;5;38567;CL
2005/09/06;2005;3;9;6;38568;CL
2005/09/07;2005;3;9;7;38569;CL
2005/09/08;2005;3;9;8;38570;CL
2005/09/09;2005;3;9;9;38571;CL
2005/09/10;2005;3;9;10;38572;CL
2005/09/11;2005;3;9;11;38573;CL
2005/09/12;2005;3;9;12;38574;CL
2005/09/13;2005;3;9;13;38575;CL
2005/09/14;2005;3;9;14;38576;CL
2005/09/15;2005;3;9;15;38577;CL
2005/09/16;2005;3;9;16;38578;CL
2005/09/17;2005;3;9;17;38579;CL
2005/09/18;2005;3;9;18;38580;CL
2005/09/19;2005;3;9;19;38581;CL
2005/09/20;2005;3;9;20;38582;CL
2005/09/21;2005;3;9;21;38583;CL
2005/09/22;2005;3;9;22;38584;CL
2005/09/23;2005;3;9;23;38585;CL
2005/09/24;2005;3;9;24;38586;CL
2005/09/25;2005;3;9;25;38587;CL
2005/09/26;2005;3;9;26;38588;CL
2005/09/27;2005;3;9;27;38589;CL
2005/09/28;2005;3;9;28;38590;CL
2005/09/29;2005;3;9;29;38591;CL
2005/09/30;2005;3;9;30;38592;CL
2005/10/01;2005;4;10;1;38593;CL
2005/10/02;2005;4;10;2;38594;CL
2005/10/03;2005;4;10;3;38595;CL
2005/10/04;2005;4;10;4;38596;CL
2005/10/05;2005;4;10;5;38597;CL
2005/10/06;2005;4;10;6;38598;CL
2005/10/07;2005;4;10;7;38599;CL
2005/10/08;2005;4;10;8;38600;CL
2005/10/09;2005;4;10;9;38601;CL
2005/10/10;2005;4;10;10;38602;CL
2005/10/11;2005;4;10;11;38603;CL
2005/10/12;2005;4;10;12;38604;CL
2005/10/13;2005;4;10;13;38605;CL
2005/10/14;2005;4;10;14;38606;CL
2005/10/15;2005;4;10;15;38607;CL
2005/10/16;2005;4;10;16;38608;CL
2005/10/17;2005;4;10;17;38609;CL
2005/10/18;2005;4;10;18;38610;CL
2005/10/19;2005;4;10;19;38611;CL
2005/10/20;2005;4;10;20;38612;CL
2005/10/21;2005;4;10;21;38613;CL
2005/10/22;2005;4;10;22;38614;CL
2005/10/23;2005;4;10;23;38615;CL
2005/10/24;2005;4;10;24;38616;CL
2005/10/25;2005;4;10;25;38617;CL
2005/10/26;2005;4;10;26;38618;CL
2005/10/27;2005;4;10;27;38619;CL
2005/10/28;2005;4;10;28;38620;CL
2005/10/29;2005;4;10;29;38621;CL
2005/10/30;2005;4;10;30;38622;CL
2005/10/31;2005;4;10;31;38623;CL
2005/11/01;2005;4;11;1;38624;CL
2005/11/02;2005;4;11;2;38625;CL
2005/11/03;2005;4;11;3;38626;CL
2005/11/04;2005;4;11;4;38627;CL
2005/11/05;2005;4;11;5;38628;CL
2005/11/06;2005;4;11;6;38629;CL
2005/11/07;2005;4;11;7;38630;CL
2005/11/08;2005;4;11;8;38631;CL
2005/11/09;2005;4;11;9;38632;CL
2005/11/10;2005;4;11;10;38633;CL
2005/11/11;2005;4;11;11;38634;CL
2005/11/12;2005;4;11;12;38635;CL
2005/11/13;2005;4;11;13;38636;CL
2005/11/14;2005;4;11;14;38637;CL
2005/11/15;2005;4;11;15;38638;CL
2005/11/16;2005;4;11;16;38639;CL
2005/11/17;2005;4;11;17;38640;CL
2005/11/18;2005;4;11;18;38641;CL
2005/11/19;2005;4;11;19;38642;CL
2005/11/20;2005;4;11;20;38643;CL
2005/11/21;2005;4;11;21;38644;CL
2005/11/22;2005;4;11;22;38645;CL
2005/11/23;2005;4;11;23;38646;CL
2005/11/24;2005;4;11;24;38647;CL
2005/11/25;2005;4;11;25;38648;CL
2005/11/26;2005;4;11;26;38649;CL
2005/11/27;2005;4;11;27;38650;CL
2005/11/28;2005;4;11;28;38651;CL
2005/11/29;2005;4;11;29;38652;CL
2005/11/30;2005;4;11;30;38653;CL
2005/12/01;2005;4;12;1;38654;CL
2005/12/02;2005;4;12;2;38655;CL
2005/12/03;2005;4;12;3;38656;CL
2005/12/04;2005;4;12;4;38657;CL
2005/12/05;2005;4;12;5;38658;CL
2005/12/06;2005;4;12;6;38659;CL
2005/12/07;2005;4;12;7;38660;CL
2005/12/08;2005;4;12;8;38661;CL
2005/12/09;2005;4;12;9;38662;CL
2005/12/10;2005;4;12;10;38663;CL
2005/12/11;2005;4;12;11;38664;CL
2005/12/12;2005;4;12;12;38665;CL
2005/12/13;2005;4;12;13;38666;CL
2005/12/14;2005;4;12;14;38667;CL
2005/12/15;2005;4;12;15;38668;CL
2005/12/16;2005;4;12;16;38669;CL
2005/12/17;2005;4;12;17;38670;CL
2005/12/18;2005;4;12;18;38671;CL
2005/12/19;2005;4;12;19;38672;CL
2005/12/20;2005;4;12;20;38673;CL
2005/12/21;2005;4;12;21;38674;CL
2005/12/22;2005;4;12;22;38675;CL
2005/12/23;2005;4;12;23;38676;CL
2005/12/24;2005;4;12;24;38677;CL
2005/12/25;2005;4;12;25;38678;CL
2005/12/26;2005;4;12;26;38679;CL
2005/12/27;2005;4;12;27;38680;CL
2005/12/28;2005;4;12;28;38681;CL
2005/12/29;2005;4;12;29;38682;CL
2005/12/30;2005;4;12;30;38683;CL
2005/12/31;2005;4;12;31;38684;CL
2006/01/01;2006;1;1;1;38685;CL
2006/01/02;2006;1;1;2;38686;CL
2006/01/03;2006;1;1;3;38687;CL
2006/01/04;2006;1;1;4;38688;CL
2006/01/05;2006;1;1;5;38689;CL
2006/01/06;2006;1;1;6;38690;CL
2006/01/07;2006;1;1;7;38691;CL
2006/01/08;2006;1;1;8;38692;CL
2006/01/09;2006;1;1;9;38693;CL
2006/01/10;2006;1;1;10;38694;CL
2006/01/11;2006;1;1;11;38695;CL
2006/01/12;2006;1;1;12;38696;CL
2006/01/13;2006;1;1;13;38697;CL
2006/01/14;2006;1;1;14;38698;CL
2006/01/15;2006;1;1;15;38699;CL
2006/01/16;2006;1;1;16;38700;CL
2006/01/17;2006;1;1;17;38701;CL
2006/01/18;2006;1;1;18;38702;CL
2006/01/19;2006;1;1;19;38703;CL
2006/01/20;2006;1;1;20;38704;CL
2006/01/21;2006;1;1;21;38705;CL
2006/01/22;2006;1;1;22;38706;CL
2006/01/23;2006;1;1;23;38707;CL
2006/01/24;2006;1;1;24;38708;CL
2006/01/25;2006;1;1;25;38709;CL
2006/01/26;2006;1;1;26;38710;CL
2006/01/27;2006;1;1;27;38711;CL
2006/01/28;2006;1;1;28;38712;CL
2006/01/29;2006;1;1;29;38713;CL
2006/01/30;2006;1;1;30;38714;CL
2006/01/31;2006;1;1;31;38715;CL
2006/02/01;2006;1;2;1;38716;CL
2006/02/02;2006;1;2;2;38717;CL
2006/02/03;2006;1;2;3;38718;CL
2006/02/04;2006;1;2;4;38719;CL
2006/02/05;2006;1;2;5;38720;CL
2006/02/06;2006;1;2;6;38721;CL
2006/02/07;2006;1;2;7;38722;CL
2006/02/08;2006;1;2;8;38723;CL
2006/02/09;2006;1;2;9;38724;CL
2006/02/10;2006;1;2;10;38725;CL
2006/02/11;2006;1;2;11;38726;CL
2006/02/12;2006;1;2;12;38727;CL
2006/02/13;2006;1;2;13;38728;CL
2006/02/14;2006;1;2;14;38729;CL
2006/02/15;2006;1;2;15;38730;CL
2006/02/16;2006;1;2;16;38731;CL
2006/02/17;2006;1;2;17;38732;CL
2006/02/18;2006;1;2;18;38733;CL
2006/02/19;2006;1;2;19;38734;CL
2006/02/20;2006;1;2;20;38735;CL
2006/02/21;2006;1;2;21;38736;CL
2006/02/22;2006;1;2;22;38737;CL
2006/02/23;2006;1;2;23;38738;CL
2006/02/24;2006;1;2;24;38739;CL
2006/02/25;2006;1;2;25;38740;CL
2006/02/26;2006;1;2;26;38741;CL
2006/02/27;2006;1;2;27;38742;CL
2006/02/28;2006;1;2;28;38743;CL
2006/03/01;2006;1;3;1;38744;CL
2006/03/02;2006;1;3;2;38745;CL
2006/03/03;2006;1;3;3;38746;CL
2006/03/04;2006;1;3;4;38747;CL
2006/03/05;2006;1;3;5;38748;CL
2006/03/06;2006;1;3;6;38749;CL
2006/03/07;2006;1;3;7;38750;CL
2006/03/08;2006;1;3;8;38751;CL
2006/03/09;2006;1;3;9;38752;CL
2006/03/10;2006;1;3;10;38753;CL
2006/03/11;2006;1;3;11;38754;CL
2006/03/12;2006;1;3;12;38755;CL
2006/03/13;2006;1;3;13;38756;CL
2006/03/14;2006;1;3;14;38757;CL
2006/03/15;2006;1;3;15;38758;CL
2006/03/16;2006;1;3;16;38759;CL
2006/03/17;2006;1;3;17;38760;CL
2006/03/18;2006;1;3;18;38761;CL
2006/03/19;2006;1;3;19;38762;CL
2006/03/20;2006;1;3;20;38763;CL
2006/03/21;2006;1;3;21;38764;CL
2006/03/22;2006;1;3;22;38765;CL
2006/03/23;2006;1;3;23;38766;CL
2006/03/24;2006;1;3;24;38767;CL
2006/03/25;2006;1;3;25;38768;CL
2006/03/26;2006;1;3;26;38769;CL
2006/03/27;2006;1;3;27;38770;CL
2006/03/28;2006;1;3;28;38771;CL
2006/03/29;2006;1;3;29;38772;CL
2006/03/30;2006;1;3;30;38773;CL
2006/03/31;2006;1;3;31;38774;CL
2006/04/01;2006;2;4;1;38775;CL
2006/04/02;2006;2;4;2;38776;CL
2006/04/03;2006;2;4;3;38777;CL
2006/04/04;2006;2;4;4;38778;CL
2006/04/05;2006;2;4;5;38779;CL
2006/04/06;2006;2;4;6;38780;CL
2006/04/07;2006;2;4;7;38781;CL
2006/04/08;2006;2;4;8;38782;CL
2006/04/09;2006;2;4;9;38783;CL
2006/04/10;2006;2;4;10;38784;CL
2006/04/11;2006;2;4;11;38785;CL
2006/04/12;2006;2;4;12;38786;CL
2006/04/13;2006;2;4;13;38787;CL
2006/04/14;2006;2;4;14;38788;CL
2006/04/15;2006;2;4;15;38789;CL
2006/04/16;2006;2;4;16;38790;CL
2006/04/17;2006;2;4;17;38791;CL
2006/04/18;2006;2;4;18;38792;CL
2006/04/19;2006;2;4;19;38793;CL
2006/04/20;2006;2;4;20;38794;CL
2006/04/21;2006;2;4;21;38795;CL
2006/04/22;2006;2;4;22;38796;CL
2006/04/23;2006;2;4;23;38797;CL
2006/04/24;2006;2;4;24;38798;CL
2006/04/25;2006;2;4;25;38799;CL
2006/04/26;2006;2;4;26;38800;CL
2006/04/27;2006;2;4;27;38801;CL
2006/04/28;2006;2;4;28;38802;CL
2006/04/29;2006;2;4;29;38803;CL
2006/04/30;2006;2;4;30;38804;CL
2006/05/01;2006;2;5;1;38805;CL
2006/05/02;2006;2;5;2;38806;CL
2006/05/03;2006;2;5;3;38807;CL
2006/05/04;2006;2;5;4;38808;CL
2006/05/05;2006;2;5;5;38809;CL
2006/05/06;2006;2;5;6;38810;CL
2006/05/07;2006;2;5;7;38811;CL
2006/05/08;2006;2;5;8;38812;CL
2006/05/09;2006;2;5;9;38813;CL
2006/05/10;2006;2;5;10;38814;CL
2006/05/11;2006;2;5;11;38815;CL
2006/05/12;2006;2;5;12;38816;CL
2006/05/13;2006;2;5;13;38817;CL
2006/05/14;2006;2;5;14;38818;CL
2006/05/15;2006;2;5;15;38819;CL
2006/05/16;2006;2;5;16;38820;CL
2006/05/17;2006;2;5;17;38821;CL
2006/05/18;2006;2;5;18;38822;CL
2006/05/19;2006;2;5;19;38823;CL
2006/05/20;2006;2;5;20;38824;CL
2006/05/21;2006;2;5;21;38825;CL
2006/05/22;2006;2;5;22;38826;CL
2006/05/23;2006;2;5;23;38827;CL
2006/05/24;2006;2;5;24;38828;CL
2006/05/25;2006;2;5;25;38829;CL
2006/05/26;2006;2;5;26;38830;CL
2006/05/27;2006;2;5;27;38831;CL
2006/05/28;2006;2;5;28;38832;CL
2006/05/29;2006;2;5;29;38833;CL
2006/05/30;2006;2;5;30;38834;CL
2006/05/31;2006;2;5;31;38835;CL
2006/06/01;2006;2;6;1;38836;CL
2006/06/02;2006;2;6;2;38837;CL
2006/06/03;2006;2;6;3;38838;CL
2006/06/04;2006;2;6;4;38839;CL
2006/06/05;2006;2;6;5;38840;CL
2006/06/06;2006;2;6;6;38841;CL
2006/06/07;2006;2;6;7;38842;CL
2006/06/08;2006;2;6;8;38843;CL
2006/06/09;2006;2;6;9;38844;CL
2006/06/10;2006;2;6;10;38845;CL
2006/06/11;2006;2;6;11;38846;CL
2006/06/12;2006;2;6;12;38847;CL
2006/06/13;2006;2;6;13;38848;CL
2006/06/14;2006;2;6;14;38849;CL
2006/06/15;2006;2;6;15;38850;CL
2006/06/16;2006;2;6;16;38851;CL
2006/06/17;2006;2;6;17;38852;CL
2006/06/18;2006;2;6;18;38853;CL
2006/06/19;2006;2;6;19;38854;CL
2006/06/20;2006;2;6;20;38855;CL
2006/06/21;2006;2;6;21;38856;CL
2006/06/22;2006;2;6;22;38857;CL
2006/06/23;2006;2;6;23;38858;CL
2006/06/24;2006;2;6;24;38859;CL
2006/06/25;2006;2;6;25;38860;CL
2006/06/26;2006;2;6;26;38861;CL
2006/06/27;2006;2;6;27;38862;CL
2006/06/28;2006;2;6;28;38863;CL
2006/06/29;2006;2;6;29;38864;CL
2006/06/30;2006;2;6;30;38865;CL
2006/07/01;2006;3;7;1;38866;CL
2006/07/02;2006;3;7;2;38867;CL
2006/07/03;2006;3;7;3;38868;CL
2006/07/04;2006;3;7;4;38869;CL
2006/07/05;2006;3;7;5;38870;CL
2006/07/06;2006;3;7;6;38871;CL
2006/07/07;2006;3;7;7;38872;CL
2006/07/08;2006;3;7;8;38873;CL
2006/07/09;2006;3;7;9;38874;CL
2006/07/10;2006;3;7;10;38875;CL
2006/07/11;2006;3;7;11;38876;CL
2006/07/12;2006;3;7;12;38877;CL
2006/07/13;2006;3;7;13;38878;CL
2006/07/14;2006;3;7;14;38879;CL
2006/07/15;2006;3;7;15;38880;CL
2006/07/16;2006;3;7;16;38881;CL
2006/07/17;2006;3;7;17;38882;CL
2006/07/18;2006;3;7;18;38883;CL
2006/07/19;2006;3;7;19;38884;CL
2006/07/20;2006;3;7;20;38885;CL
2006/07/21;2006;3;7;21;38886;CL
2006/07/22;2006;3;7;22;38887;CL
2006/07/23;2006;3;7;23;38888;CL
2006/07/24;2006;3;7;24;38889;CL
2006/07/25;2006;3;7;25;38890;CL
2006/07/26;2006;3;7;26;38891;CL
2006/07/27;2006;3;7;27;38892;CL
2006/07/28;2006;3;7;28;38893;CL
2006/07/29;2006;3;7;29;38894;CL
2006/07/30;2006;3;7;30;38895;CL
2006/07/31;2006;3;7;31;38896;CL
2006/08/01;2006;3;8;1;38897;CL
2006/08/02;2006;3;8;2;38898;CL
2006/08/03;2006;3;8;3;38899;CL
2006/08/04;2006;3;8;4;38900;CL
2006/08/05;2006;3;8;5;38901;CL
2006/08/06;2006;3;8;6;38902;CL
2006/08/07;2006;3;8;7;38903;CL
2006/08/08;2006;3;8;8;38904;CL
2006/08/09;2006;3;8;9;38905;CL
2006/08/10;2006;3;8;10;38906;CL
2006/08/11;2006;3;8;11;38907;CL
2006/08/12;2006;3;8;12;38908;CL
2006/08/13;2006;3;8;13;38909;CL
2006/08/14;2006;3;8;14;38910;CL
2006/08/15;2006;3;8;15;38911;CL
2006/08/16;2006;3;8;16;38912;CL
2006/08/17;2006;3;8;17;38913;CL
2006/08/18;2006;3;8;18;38914;CL
2006/08/19;2006;3;8;19;38915;CL
2006/08/20;2006;3;8;20;38916;CL
2006/08/21;2006;3;8;21;38917;CL
2006/08/22;2006;3;8;22;38918;CL
2006/08/23;2006;3;8;23;38919;CL
2006/08/24;2006;3;8;24;38920;CL
2006/08/25;2006;3;8;25;38921;CL
2006/08/26;2006;3;8;26;38922;CL
2006/08/27;2006;3;8;27;38923;CL
2006/08/28;2006;3;8;28;38924;CL
2006/08/29;2006;3;8;29;38925;CL
2006/08/30;2006;3;8;30;38926;CL
2006/08/31;2006;3;8;31;38927;CL
2006/09/01;2006;3;9;1;38928;CL
2006/09/02;2006;3;9;2;38929;CL
2006/09/03;2006;3;9;3;38930;CL
2006/09/04;2006;3;9;4;38931;CL
2006/09/05;2006;3;9;5;38932;CL
2006/09/06;2006;3;9;6;38933;CL
2006/09/07;2006;3;9;7;38934;CL
2006/09/08;2006;3;9;8;38935;CL
2006/09/09;2006;3;9;9;38936;CL
2006/09/10;2006;3;9;10;38937;CL
2006/09/11;2006;3;9;11;38938;CL
2006/09/12;2006;3;9;12;38939;CL
2006/09/13;2006;3;9;13;38940;CL
2006/09/14;2006;3;9;14;38941;CL
2006/09/15;2006;3;9;15;38942;CL
2006/09/16;2006;3;9;16;38943;CL
2006/09/17;2006;3;9;17;38944;CL
2006/09/18;2006;3;9;18;38945;CL
2006/09/19;2006;3;9;19;38946;CL
2006/09/20;2006;3;9;20;38947;CL
2006/09/21;2006;3;9;21;38948;CL
2006/09/22;2006;3;9;22;38949;CL
2006/09/23;2006;3;9;23;38950;CL
2006/09/24;2006;3;9;24;38951;CL
2006/09/25;2006;3;9;25;38952;CL
2006/09/26;2006;3;9;26;38953;CL
2006/09/27;2006;3;9;27;38954;CL
2006/09/28;2006;3;9;28;38955;CL
2006/09/29;2006;3;9;29;38956;CL
2006/09/30;2006;3;9;30;38957;CL
2006/10/01;2006;4;10;1;38958;CL
2006/10/02;2006;4;10;2;38959;CL
2006/10/03;2006;4;10;3;38960;CL
2006/10/04;2006;4;10;4;38961;CL
2006/10/05;2006;4;10;5;38962;CL
2006/10/06;2006;4;10;6;38963;CL
2006/10/07;2006;4;10;7;38964;CL
2006/10/08;2006;4;10;8;38965;CL
2006/10/09;2006;4;10;9;38966;CL
2006/10/10;2006;4;10;10;38967;CL
2006/10/11;2006;4;10;11;38968;CL
2006/10/12;2006;4;10;12;38969;CL
2006/10/13;2006;4;10;13;38970;CL
2006/10/14;2006;4;10;14;38971;CL
2006/10/15;2006;4;10;15;38972;CL
2006/10/16;2006;4;10;16;38973;CL
2006/10/17;2006;4;10;17;38974;CL
2006/10/18;2006;4;10;18;38975;CL
2006/10/19;2006;4;10;19;38976;CL
2006/10/20;2006;4;10;20;38977;CL
2006/10/21;2006;4;10;21;38978;CL
2006/10/22;2006;4;10;22;38979;CL
2006/10/23;2006;4;10;23;38980;CL
2006/10/24;2006;4;10;24;38981;CL
2006/10/25;2006;4;10;25;38982;CL
2006/10/26;2006;4;10;26;38983;CL
2006/10/27;2006;4;10;27;38984;CL
2006/10/28;2006;4;10;28;38985;CL
2006/10/29;2006;4;10;29;38986;CL
2006/10/30;2006;4;10;30;38987;CL
2006/10/31;2006;4;10;31;38988;CL
2006/11/01;2006;4;11;1;38989;CL
2006/11/02;2006;4;11;2;38990;CL
2006/11/03;2006;4;11;3;38991;CL
2006/11/04;2006;4;11;4;38992;CL
2006/11/05;2006;4;11;5;38993;CL
2006/11/06;2006;4;11;6;38994;CL
2006/11/07;2006;4;11;7;38995;CL
2006/11/08;2006;4;11;8;38996;CL
2006/11/09;2006;4;11;9;38997;CL
2006/11/10;2006;4;11;10;38998;CL
2006/11/11;2006;4;11;11;38999;CL
2006/11/12;2006;4;11;12;39000;CL
2006/11/13;2006;4;11;13;39001;CL
2006/11/14;2006;4;11;14;39002;CL
2006/11/15;2006;4;11;15;39003;CL
2006/11/16;2006;4;11;16;39004;CL
2006/11/17;2006;4;11;17;39005;CL
2006/11/18;2006;4;11;18;39006;CL
2006/11/19;2006;4;11;19;39007;CL
2006/11/20;2006;4;11;20;39008;CL
2006/11/21;2006;4;11;21;39009;CL
2006/11/22;2006;4;11;22;39010;CL
2006/11/23;2006;4;11;23;39011;CL
2006/11/24;2006;4;11;24;39012;CL
2006/11/25;2006;4;11;25;39013;CL
2006/11/26;2006;4;11;26;39014;CL
2006/11/27;2006;4;11;27;39015;CL
2006/11/28;2006;4;11;28;39016;CL
2006/11/29;2006;4;11;29;39017;CL
2006/11/30;2006;4;11;30;39018;CL
2006/12/01;2006;4;12;1;39019;CL
2006/12/02;2006;4;12;2;39020;CL
2006/12/03;2006;4;12;3;39021;CL
2006/12/04;2006;4;12;4;39022;CL
2006/12/05;2006;4;12;5;39023;CL
2006/12/06;2006;4;12;6;39024;CL
2006/12/07;2006;4;12;7;39025;CL
2006/12/08;2006;4;12;8;39026;CL
2006/12/09;2006;4;12;9;39027;CL
2006/12/10;2006;4;12;10;39028;CL
2006/12/11;2006;4;12;11;39029;CL
2006/12/12;2006;4;12;12;39030;CL
2006/12/13;2006;4;12;13;39031;CL
2006/12/14;2006;4;12;14;39032;CL
2006/12/15;2006;4;12;15;39033;CL
2006/12/16;2006;4;12;16;39034;CL
2006/12/17;2006;4;12;17;39035;CL
2006/12/18;2006;4;12;18;39036;CL
2006/12/19;2006;4;12;19;39037;CL
2006/12/20;2006;4;12;20;39038;CL
2006/12/21;2006;4;12;21;39039;CL
2006/12/22;2006;4;12;22;39040;CL
2006/12/23;2006;4;12;23;39041;CL
2006/12/24;2006;4;12;24;39042;CL
2006/12/25;2006;4;12;25;39043;CL
2006/12/26;2006;4;12;26;39044;CL
2006/12/27;2006;4;12;27;39045;CL
2006/12/28;2006;4;12;28;39046;CL
2006/12/29;2006;4;12;29;39047;CL
2006/12/30;2006;4;12;30;39048;CL
2006/12/31;2006;4;12;31;39049;CL
2007/01/01;2007;1;1;1;39050;CL
2007/01/02;2007;1;1;2;39051;CL
2007/01/03;2007;1;1;3;39052;CL
2007/01/04;2007;1;1;4;39053;CL
2007/01/05;2007;1;1;5;39054;CL
2007/01/06;2007;1;1;6;39055;CL
2007/01/07;2007;1;1;7;39056;CL
2007/01/08;2007;1;1;8;39057;CL
2007/01/09;2007;1;1;9;39058;CL
2007/01/10;2007;1;1;10;39059;CL
2007/01/11;2007;1;1;11;39060;CL
2007/01/12;2007;1;1;12;39061;CL
2007/01/13;2007;1;1;13;39062;CL
2007/01/14;2007;1;1;14;39063;CL
2007/01/15;2007;1;1;15;39064;CL
2007/01/16;2007;1;1;16;39065;CL
2007/01/17;2007;1;1;17;39066;CL
2007/01/18;2007;1;1;18;39067;CL
2007/01/19;2007;1;1;19;39068;CL
2007/01/20;2007;1;1;20;39069;CL
2007/01/21;2007;1;1;21;39070;CL
2007/01/22;2007;1;1;22;39071;CL
2007/01/23;2007;1;1;23;39072;CL
2007/01/24;2007;1;1;24;39073;CL
2007/01/25;2007;1;1;25;39074;CL
2007/01/26;2007;1;1;26;39075;CL
2007/01/27;2007;1;1;27;39076;CL
2007/01/28;2007;1;1;28;39077;CL
2007/01/29;2007;1;1;29;39078;CL
2007/01/30;2007;1;1;30;39079;CL
2007/01/31;2007;1;1;31;39080;CL
2007/02/01;2007;1;2;1;39081;CL
2007/02/02;2007;1;2;2;39082;CL
2007/02/03;2007;1;2;3;39083;CL
2007/02/04;2007;1;2;4;39084;CL
2007/02/05;2007;1;2;5;39085;CL
2007/02/06;2007;1;2;6;39086;CL
2007/02/07;2007;1;2;7;39087;CL
2007/02/08;2007;1;2;8;39088;CL
2007/02/09;2007;1;2;9;39089;CL
2007/02/10;2007;1;2;10;39090;CL
2007/02/11;2007;1;2;11;39091;CL
2007/02/12;2007;1;2;12;39092;CL
2007/02/13;2007;1;2;13;39093;CL
2007/02/14;2007;1;2;14;39094;CL
2007/02/15;2007;1;2;15;39095;CL
2007/02/16;2007;1;2;16;39096;CL
2007/02/17;2007;1;2;17;39097;CL
2007/02/18;2007;1;2;18;39098;CL
2007/02/19;2007;1;2;19;39099;CL
2007/02/20;2007;1;2;20;39100;CL
2007/02/21;2007;1;2;21;39101;CL
2007/02/22;2007;1;2;22;39102;CL
2007/02/23;2007;1;2;23;39103;CL
2007/02/24;2007;1;2;24;39104;CL
2007/02/25;2007;1;2;25;39105;CL
2007/02/26;2007;1;2;26;39106;CL
2007/02/27;2007;1;2;27;39107;CL
2007/02/28;2007;1;2;28;39108;CL
2007/03/01;2007;1;3;1;39109;CL
2007/03/02;2007;1;3;2;39110;CL
2007/03/03;2007;1;3;3;39111;CL
2007/03/04;2007;1;3;4;39112;CL
2007/03/05;2007;1;3;5;39113;CL
2007/03/06;2007;1;3;6;39114;CL
2007/03/07;2007;1;3;7;39115;CL
2007/03/08;2007;1;3;8;39116;CL
2007/03/09;2007;1;3;9;39117;CL
2007/03/10;2007;1;3;10;39118;CL
2007/03/11;2007;1;3;11;39119;CL
2007/03/12;2007;1;3;12;39120;CL
2007/03/13;2007;1;3;13;39121;CL
2007/03/14;2007;1;3;14;39122;CL
2007/03/15;2007;1;3;15;39123;CL
